,Age,Attrition,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime_No,OverTime_Yes
261,32,1,2,4,4,3,1,2,1393,1,12,3,1,0,1,2,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
262,33,1,25,3,1,2,1,2,2313,4,20,4,2,0,5,0,3,2,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
263,26,0,1,3,3,2,2,1,4294,1,12,3,2,0,7,2,3,7,7,0,7,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
264,45,0,25,3,2,3,5,2,18061,3,22,4,3,0,22,4,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
265,35,0,4,2,3,3,1,4,1951,1,12,3,3,1,1,3,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
266,32,0,8,2,3,4,2,3,5175,5,12,3,3,1,9,3,2,5,3,1,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
267,31,0,10,3,3,3,3,3,11031,4,20,4,3,1,13,2,4,11,7,4,8,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
268,36,0,8,3,3,3,3,3,10096,1,13,3,2,3,17,2,3,17,14,12,8,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
269,55,1,2,3,4,3,5,1,19859,5,13,3,4,1,24,2,3,5,2,1,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
270,29,0,1,3,1,3,2,1,5373,0,12,3,1,1,6,5,2,5,3,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
271,39,0,24,1,1,3,2,4,4108,7,13,3,1,0,18,2,3,7,7,1,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
272,34,0,10,4,3,3,1,3,2220,1,19,3,4,1,1,2,3,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
273,49,0,1,3,3,3,4,3,15379,4,14,3,1,0,23,2,3,8,7,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
274,36,0,11,3,2,2,2,2,6499,1,13,3,3,0,6,3,3,6,5,0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
275,25,1,5,3,3,2,2,3,5744,1,11,3,4,0,6,1,3,6,4,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
276,35,0,7,3,3,3,3,3,10221,3,21,4,2,0,17,3,4,8,5,1,6,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
277,28,0,8,2,4,3,1,4,3310,1,21,4,4,0,5,3,3,5,3,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
278,28,0,1,3,3,1,2,4,6674,0,11,3,1,3,10,6,3,9,8,7,5,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
279,37,0,8,2,3,3,2,2,4071,2,13,3,3,0,19,4,2,10,0,4,7,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
280,36,0,9,4,1,4,1,2,2810,1,22,4,2,0,5,3,3,5,4,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
281,31,0,2,1,2,3,2,4,6582,4,13,3,3,0,10,2,4,6,5,0,5,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
282,35,0,16,2,4,2,2,2,4788,0,11,3,4,0,4,2,3,3,2,0,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
283,30,1,4,3,3,3,1,4,2285,9,23,4,3,0,3,4,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
284,34,0,9,3,4,2,3,2,8621,1,14,3,2,0,9,3,4,8,7,7,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
285,38,0,29,5,4,3,2,4,2406,1,11,3,4,0,10,2,3,10,3,9,9,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
286,38,0,2,3,4,3,1,4,3944,5,11,3,3,0,6,3,3,3,2,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
287,36,0,4,4,1,2,2,4,5810,1,16,3,3,0,10,2,2,10,4,1,8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
288,23,1,8,1,4,2,1,3,3989,1,11,3,1,0,5,2,3,5,4,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
289,27,0,4,3,2,4,2,2,6142,1,20,4,2,1,6,0,3,6,2,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
290,35,0,22,3,4,1,1,3,4230,0,15,3,3,0,6,2,3,5,4,4,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
291,38,0,9,2,2,3,1,4,4771,2,19,3,4,2,10,0,4,5,2,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
292,32,0,3,2,3,3,3,4,11159,3,15,3,4,0,10,6,3,7,7,7,7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
293,23,0,9,1,2,3,1,1,2500,1,14,3,4,1,5,2,4,4,3,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
294,32,0,13,4,2,3,2,4,4403,2,11,3,3,1,8,3,2,5,2,0,3,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
295,55,0,2,1,4,3,3,2,10976,3,18,3,2,1,23,4,3,3,2,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
296,46,0,2,3,1,3,4,3,17861,6,13,3,3,0,26,2,1,3,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
297,60,0,28,3,3,2,3,1,10266,4,19,3,4,0,22,5,4,18,13,13,11,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
298,29,1,9,3,2,1,1,2,2760,1,13,3,3,0,2,3,3,2,2,2,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
299,49,0,1,3,3,3,1,1,3580,2,16,3,2,1,7,2,3,4,2,0,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
300,42,1,12,3,3,3,4,1,13758,0,12,3,2,0,22,2,2,21,9,13,14,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
301,35,0,1,3,3,3,3,3,8789,1,14,3,1,0,10,3,4,10,7,0,8,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
302,37,0,6,3,3,4,2,1,5974,4,13,3,1,2,13,2,3,7,7,6,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
303,53,0,24,4,2,4,3,4,7005,3,15,3,3,0,11,2,3,4,3,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
304,37,0,10,3,2,3,1,2,3936,1,11,3,1,1,8,2,1,8,4,7,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
305,50,0,22,5,3,1,4,4,14411,1,13,3,4,0,32,2,3,32,6,13,9,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
306,54,0,2,4,1,3,3,3,13549,9,12,3,1,1,16,5,1,4,3,0,3,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
307,50,0,3,3,1,3,5,2,18200,1,11,3,3,1,32,2,3,32,5,10,7,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
308,48,0,4,3,4,3,3,4,7898,1,11,3,3,0,11,2,3,10,9,0,8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
309,29,0,3,2,2,3,2,3,5561,1,14,3,1,1,6,5,2,6,0,1,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
310,51,0,5,3,3,3,4,2,14026,1,11,3,2,1,33,2,3,33,9,0,10,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
311,32,1,5,2,1,4,1,3,2432,3,14,3,1,0,8,2,3,4,1,0,3,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
312,41,1,2,4,2,1,1,4,2778,4,13,3,3,1,10,1,2,7,7,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
313,54,0,3,3,4,3,2,1,5940,2,14,3,4,1,16,4,3,6,2,0,5,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
314,24,0,17,2,4,2,1,2,2127,1,21,4,4,1,1,2,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
315,30,0,16,1,4,3,2,3,5301,8,15,3,3,2,4,2,2,2,1,2,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
316,25,0,5,2,2,4,2,1,4000,1,12,3,4,2,6,2,3,6,3,1,5,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
317,50,0,1,3,3,2,1,3,3690,2,15,3,4,1,5,2,2,3,2,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
318,32,0,13,3,3,2,1,2,2743,1,20,4,3,1,2,2,3,2,2,2,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
319,41,0,22,3,4,3,2,4,5467,3,14,3,1,2,12,4,2,6,2,3,3,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
320,32,0,9,2,4,1,2,4,4668,0,17,3,4,3,9,2,4,8,7,0,7,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
321,34,0,4,3,3,3,3,4,9713,2,13,3,4,3,9,3,3,5,3,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
322,34,0,1,4,2,3,2,4,5484,9,17,3,2,1,9,3,2,2,2,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
323,30,0,9,2,3,3,2,3,4695,7,18,3,3,0,10,3,3,8,4,1,7,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
324,50,0,2,4,2,3,5,3,19237,2,11,3,4,1,29,2,2,8,1,7,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
325,43,0,6,4,2,2,4,4,16627,4,14,3,3,1,21,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
326,26,0,3,3,1,3,1,4,2061,1,21,4,1,0,1,5,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
327,52,1,8,4,3,2,2,2,4941,2,15,3,1,0,11,3,2,8,2,7,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
328,44,0,4,2,3,4,5,1,19190,1,14,3,4,2,26,4,2,25,9,14,13,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
329,53,0,8,3,1,3,4,4,11836,5,14,3,3,1,28,3,3,2,0,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
330,50,0,11,3,3,3,5,2,19926,3,15,3,2,0,21,5,3,5,4,4,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
331,48,0,10,3,4,2,5,2,19665,4,12,3,4,0,29,3,3,22,10,12,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
332,33,0,5,4,3,2,1,4,2911,1,13,3,3,1,2,2,2,2,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
333,52,0,11,4,4,3,2,3,3149,8,20,4,2,1,9,3,3,5,2,1,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
334,46,0,2,4,2,3,5,1,18947,3,12,3,4,0,22,2,2,2,2,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
335,34,0,10,4,3,4,2,4,4724,1,13,3,1,1,9,3,3,9,7,7,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
336,33,1,29,4,1,2,2,3,4508,1,22,4,2,0,14,4,3,13,7,3,8,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
337,28,0,2,3,4,2,1,4,3867,1,12,3,2,1,2,2,3,2,2,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
338,41,0,7,2,2,4,1,3,3376,1,13,3,3,0,10,3,3,10,6,0,8,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
339,43,0,2,4,1,3,2,4,5675,1,20,4,3,1,7,5,3,7,7,7,7,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
340,35,0,1,3,4,2,1,1,2450,1,19,3,2,0,3,3,3,3,0,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
341,31,0,2,4,4,3,3,3,9852,1,19,3,1,1,10,5,2,10,8,9,6,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
342,38,0,2,3,4,2,1,2,2440,1,22,4,2,0,4,3,3,4,3,3,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
343,33,0,1,3,2,2,2,4,6949,0,14,3,1,0,6,3,3,5,0,1,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
344,44,0,2,1,2,3,3,3,10209,5,18,3,2,0,16,2,2,2,2,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
345,24,0,11,2,1,4,2,3,4011,0,18,3,4,1,5,5,2,4,2,1,3,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
346,41,1,20,2,2,3,1,2,3140,1,22,4,4,0,4,5,2,4,3,0,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
347,41,0,1,3,3,3,2,1,4103,0,17,3,4,1,10,2,3,9,3,1,7,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
348,47,0,3,3,4,3,4,3,13770,9,12,3,4,2,28,2,2,22,2,11,13,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
349,34,0,19,3,3,3,2,2,4444,4,13,3,3,2,15,2,4,11,8,5,10,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
350,42,0,3,3,3,4,2,4,5231,2,13,3,2,1,17,1,2,5,3,1,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
351,37,0,1,4,1,3,3,4,13603,2,18,3,1,2,15,2,3,5,2,0,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
352,36,0,4,2,4,3,2,2,5131,7,13,3,2,3,18,3,3,4,2,0,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
353,43,0,11,3,1,3,3,3,7510,1,17,3,2,1,10,1,3,10,9,0,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
354,33,0,25,3,2,3,2,3,4539,1,12,3,1,1,10,3,2,10,7,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
355,31,1,16,4,1,3,3,3,8161,2,13,3,1,3,10,2,3,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
356,31,0,2,1,4,1,1,4,1129,1,11,3,3,3,1,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
357,55,1,13,4,1,4,4,3,13695,6,17,3,3,0,24,2,2,19,7,3,8,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
358,32,0,29,4,3,2,1,2,2837,1,13,3,3,0,6,3,3,6,2,4,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
359,37,1,6,4,3,3,1,1,2073,4,22,4,4,0,7,3,3,3,2,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
360,30,0,9,3,3,3,2,4,6347,0,19,3,4,0,12,2,1,11,9,4,7,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
361,24,0,13,2,4,3,1,2,2033,1,13,3,3,1,1,2,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
362,26,0,1,2,1,1,1,4,4364,3,14,3,1,1,5,2,3,2,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
363,34,1,6,1,2,3,1,1,2960,2,11,3,3,0,8,2,3,4,2,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
364,23,0,4,1,3,3,1,2,3295,1,13,3,3,0,3,3,1,3,2,1,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
365,33,0,8,4,3,3,2,3,7104,0,12,3,4,0,6,3,3,5,0,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
366,34,0,2,4,3,3,1,3,2231,6,18,3,4,1,6,3,3,4,3,1,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
367,51,0,3,3,1,3,3,3,13116,2,11,3,4,0,15,2,3,2,2,2,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
368,59,0,3,3,3,4,1,1,2670,4,20,4,1,3,12,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
369,31,0,8,5,1,3,4,2,16422,3,11,3,3,0,9,3,4,3,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
370,26,0,29,2,1,3,2,3,4306,5,12,3,1,2,8,5,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
371,32,0,19,3,4,1,3,3,9610,3,13,3,3,1,10,2,1,4,3,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
372,27,0,19,3,4,2,1,1,4066,1,11,3,1,2,7,3,3,7,7,0,7,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
373,40,0,26,2,3,2,2,4,4422,3,13,3,4,1,16,3,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
374,46,0,8,4,4,2,2,1,4615,8,23,4,1,3,19,2,3,16,13,1,7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
375,53,0,5,3,3,3,5,3,19094,4,11,3,4,1,26,3,2,14,13,4,8,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
376,35,0,25,4,3,3,3,3,10388,1,11,3,3,1,16,3,2,16,10,10,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
377,34,0,28,3,4,2,2,3,6712,1,21,4,4,2,8,2,3,8,7,1,7,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
378,39,0,18,2,1,3,2,3,4534,0,11,3,1,0,9,6,3,8,7,1,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
379,36,1,9,3,4,2,1,3,3388,0,17,3,1,1,2,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
380,29,0,10,3,3,2,2,3,5869,9,11,3,3,0,8,2,3,5,2,1,4,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
381,36,0,6,2,2,3,2,2,4941,6,20,4,4,2,7,0,3,3,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
382,27,0,4,3,2,3,1,3,2318,1,19,3,3,0,1,2,3,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
383,35,0,28,3,2,4,2,3,3407,1,17,3,4,2,10,3,2,10,9,6,8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
384,30,0,7,4,3,3,2,3,3491,1,13,3,1,3,10,4,2,10,7,8,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
385,45,1,2,3,1,1,5,2,18824,2,16,3,1,0,26,2,3,24,10,1,11,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
386,28,1,12,1,3,3,1,4,2515,1,11,3,4,0,1,4,2,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
387,34,0,2,4,4,2,1,3,2768,3,12,3,3,1,14,3,3,7,3,5,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
388,45,0,20,3,4,3,2,3,4850,8,15,3,3,0,8,3,3,5,3,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
389,51,0,1,4,1,2,3,1,7484,3,20,4,3,0,23,1,2,13,12,12,8,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
390,46,1,21,2,4,3,2,2,8926,4,22,4,4,1,13,2,4,9,7,3,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
391,42,0,2,3,4,3,3,4,10124,2,14,3,3,1,24,3,1,20,8,13,9,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
392,31,1,20,3,1,3,3,3,9824,3,12,3,1,0,12,2,3,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
393,46,0,2,4,4,3,2,4,7379,2,11,3,3,1,12,3,2,6,3,1,4,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
